period,bank,total_volume_mn,approved_pct,bd_pct,td_pct
2024-12,Indusind Bank Ltd.,185.78,88.29,11.53,0.18
2024-12,Fino Payments Bank Ltd.,175.75,92.78,7.14,0.08
2024-12,Yes Bank Ltd.,167.84,83.65,15.97,0.37
2024-12,Karnataka Bank,132.76,92.27,7.65,0.08
2024-12,IDFC Bank Ltd.,100.59,90.89,9.08,0.03
2024-12,Karur Vysya Bank,83.14,92.16,7.44,0.39
2024-12,The Jammu & Kashmir Bank Limited,81.64,90.33,5.78,3.89
2024-12,Bandhan Bank limited,76.61,92.36,5.30,2.34
2024-12,Tri O Tech Solutions Private Limited,75.47,100.00,0.00,0.00
2024-12,AU Small Finance Bank,74.62,85.93,13.75,0.32
2024-12,The South Indian Bank Limited,66.90,94.45,5.46,0.09
2024-12,Punjab and Sind Bank,49.27,90.85,8.92,0.23
2024-12,City Union Bank,48.89,92.29,7.58,0.13
2024-12,Ujjivan Small Finance Bank Limited,48.39,94.34,4.94,0.72
2024-12,Tamilnad Mercantile Bank Limited,46.51,92.08,7.65,0.27
2024-12,Kerala Gramin Bank,41.21,88.28,6.77,4.95
2024-12,JIO Payments Bank Ltd,33.99,87.33,11.83,0.83
2024-12,Baroda U.P. Bank,33.15,91.84,6.86,1.29
2024-12,Equitas Small Finance Bank,32.91,91.17,8.77,0.06
2024-12,Karnataka Gramin Bank,32.82,86.77,8.87,4.36
2024-12,DBS Bank India Limited,30.61,92.52,7.38,0.10
2024-12,Andhra Pradesh Grameena Vikas Bank,29.81,84.21,14.15,1.64
2024-12,ESAF Small Finance Bank Ltd,29.55,95.40,4.57,0.03
2024-12,Maharashtra Gramin Bank,29.54,84.90,12.07,3.03
2024-12,Rajasthan Marudhara Gramin Bank,29.43,85.89,12.33,1.79
2024-12,RBL Bank Ltd.,28.58,92.56,7.22,0.22
2024-12,NSDL Payments Bank Limited,28.19,85.11,13.49,1.40
2024-12,Saraswat Co-operative Bank,28.07,93.60,6.03,0.37
2024-12,Standard Chartered Bank,27.55,94.79,3.92,1.30
2024-12,Andhra Pragathi Grameena Bank,26.11,75.39,13.44,11.16
2024-12,Sarva Haryana Gramin Bank,21.42,89.43,6.11,4.46
2024-11,State Bank of India,4182.13,93.11,6.32,0.57
2024-11,HDFC Bank Ltd.,1305.92,94.07,5.83,0.09
2024-11,Bank of Baroda,1035.67,92.10,7.85,0.04
2024-11,Union Bank Of India,990.08,92.48,7.29,0.23
2024-11,Punjab national Bank,881.89,91.05,8.85,0.10
2024-11,Kotak Mahindra Bank,804.07,90.49,9.28,0.23
2024-11,Axis Bank Ltd.,764.59,94.20,5.78,0.01
2024-11,Canara Bank,760.29,92.32,7.25,0.43
2024-11,ICICI Bank Ltd.,651.55,95.26,4.56,0.18
2024-11,Bank Of India,497.26,91.80,6.55,1.65
2024-11,Indian Bank,484.60,92.78,7.05,0.17
2024-11,Airtel Payments Bank Ltd.,471.39,87.28,11.79,0.93
2024-11,India Post Payments Bank Ltd.,410.33,86.44,11.98,1.58
2024-11,Indian Overseas Bank,232.93,93.11,6.67,0.22
2024-11,Federal Bank Ltd.,230.20,91.80,8.01,0.19
2024-11,Central Bank of India,223.46,86.59,12.34,1.07
2024-11,UCO Bank,206.37,91.88,8.02,0.10
2024-11,Indusind Bank Ltd.,172.82,88.99,10.73,0.29
2024-11,IDBI Bank Ltd.,171.56,93.05,6.79,0.16
2024-11,Bank of Maharashtra,167.64,92.54,7.31,0.15
2024-11,Fino Payments Bank Ltd.,161.47,92.82,7.06,0.12
2024-11,YES Bank Ltd.,155.30,83.24,16.36,0.40
2024-11,Karnataka Bank,122.37,91.67,7.33,1.01
2024-11,IDFC Bank Ltd.,93.14,91.39,8.41,0.20
2024-11,The Jammu & Kashmir Bank Limited,76.44,90.29,5.42,4.29
2024-11,Karur Vysya Bank,76.29,92.70,7.11,0.19
2024-11,Bandhan Bank limited,70.96,93.36,5.09,1.55
2024-11,AU Small Finance Bank,70.55,88.57,11.23,0.20
2024-11,Tri O Tech Solutions Private Limited,67.20,100.00,0.00,0.00
2024-11,The South Indian Bank Limited,62.85,94.65,5.28,0.07
2024-11,Punjab and Sind Bank,45.44,91.51,8.40,0.10
2024-11,Ujjivan Small Finance Bank Limited,45.21,94.64,4.99,0.38
2024-11,City Union Bank,44.74,92.56,7.28,0.16
2024-11,Tamilnad Mercantile Bank Limited,42.47,91.84,7.70,0.46
2024-11,Kerala Gramin Bank,39.89,87.74,6.37,5.89
2024-11,Equitas Small Finance Bank,31.78,91.99,7.98,0.03
2024-11,Andhra Pradesh Grameena Vikas Bank,31.66,82.74,11.59,5.67
2024-11,Karnataka Gramin Bank,30.31,88.07,8.52,3.41
2024-11,Baroda U.P. Bank,29.74,91.65,6.65,1.69
2024-11,JIO Payments Bank Ltd,28.80,87.77,10.99,1.24
2024-11,DBS Bank India Limited,28.24,92.03,7.53,0.44
2024-11,ESAF Small Finance Bank Ltd,27.19,95.50,4.39,0.11
2024-11,Rajasthan Marudhara Gramin Bank,26.47,85.94,11.80,2.26
2024-11,Standard Chartered Bank,25.87,95.57,3.79,0.64
2024-11,Maharashtra Gramin Bank,25.80,86.35,12.55,1.09
2024-11,Saraswat Co-operative Bank,25.49,93.87,5.99,0.14
2024-11,NSDL Payments Bank Limited,24.28,86.08,12.61,1.31
2024-11,RBL Bank Ltd.,23.47,91.69,7.95,0.35
2024-11,Andhra Pragathi Grameena Bank,21.61,83.33,10.78,5.89
2024-11,Sarva Haryana Gramin Bank,20.09,93.42,6.14,0.44
2024-10,State Bank Of India,4478.41,92.10,6.29,1.61
2024-10,HDFC BANK LTD.,1409.32,94.74,5.24,0.02
2024-10,Bank of Baroda,1116.59,92.54,7.41,0.06
2024-10,Union Bank of India,1043.89,93.16,6.69,0.15
2024-10,Punjab National Bank,955.82,90.92,8.90,0.18
2024-10,Kotak Mahindra Bank,863.59,91.32,8.58,0.10
2024-10,Axis Bank Ltd.,827.97,94.82,5.13,0.06
2024-10,Canara Bank,795.21,92.55,7.16,0.29
2024-10,ICICI Bank Ltd.,709.27,95.76,4.20,0.04
2024-10,Bank of India,538.24,93.54,5.93,0.54
2024-10,Indian Bank,513.28,93.41,6.42,0.18
2024-10,Airtel Payments Bank Limited,500.76,89.46,10.35,0.19
2024-10,India Post Payments Bank Limited,434.48,87.51,11.24,1.25
2024-10,Indian Overseas Bank,244.05,91.68,6.13,2.19
2024-10,Central Bank Of India,241.37,86.85,12.22,0.92
2024-10,Federal Bank Ltd.,238.16,92.59,7.10,0.31
2024-10,UCO Bank,220.30,92.16,7.68,0.16
2024-10,Bank of Maharashtra,187.72,92.94,6.64,0.42
2024-10,IDBI Bank Ltd.,186.35,93.67,6.15,0.18
2024-10,INDUSIND BANK Ltd.,184.41,90.46,9.32,0.22
2024-10,Fino Payments Bank Ltd.,173.06,92.76,7.17,0.07
2024-10,Yes Bank Ltd.,165.55,85.65,14.14,0.21
2024-10,Karnataka Bank,126.09,92.63,6.87,0.50
2024-10,IDFC Bank Ltd.,99.72,92.41,7.14,0.44
2024-10,Karur Vysya Bank,79.62,92.99,6.72,0.29
2024-10,The Jammu & Kashmir Bank Limited,78.02,89.55,5.02,5.43
2024-10,AU small Finance Bank,76.76,90.05,9.88,0.07
2024-10,Bandhan Bank Limited,74.83,93.87,5.29,0.84
2024-10,Tri O Tech Solutions Private Limited,69.79,100.00,0.00,0.00
2024-10,The South Indian Bank Limited,64.32,94.61,5.25,0.14
2024-10,Ujjivan Small Finance Bank Limited,48.67,94.65,4.98,0.37
2024-10,Punjab and Sind Bank,47.91,91.97,7.83,0.20
2024-10,City Union Bank,47.69,93.04,6.83,0.14
2024-10,Tamilnad Mercantile Bank Limited,44.76,92.22,7.41,0.38
2024-10,Kerala Gramin Bank,38.22,92.47,6.68,0.85
2024-10,Equitas Small Finance Bank,34.50,92.52,7.45,0.03
2024-10,Andhra Pradesh Grameena Vikas Bank,32.92,85.99,12.62,1.39
2024-10,Baroda UP Gramin Bank,31.14,92.41,6.10,1.48
2024-10,Karnataka Gramin Bank,30.87,89.60,8.27,2.13
2024-10,DBS Bank India Limited,30.17,92.60,7.25,0.15
2024-10,Maharashtra Gramin Bank,29.85,85.61,12.12,2.27
2024-10,Rajasthan Marudhara Gramin Bank,29.28,84.14,10.95,4.91
2024-10,Saraswat Co-operative Bank,28.50,94.07,5.72,0.21
2024-10,Jio Payments Bank Ltd,28.23,88.59,10.18,1.23
2024-10,Standard Chartered Bank,27.97,95.45,3.31,1.24
2024-10,ESAF Small Finance Bank Ltd,27.91,95.35,4.55,0.10
2024-10,NSDL Payments Bank Limited,24.07,84.64,11.55,3.81
2024-10,RBL Bank Ltd.,23.06,92.36,7.33,0.31
2024-10,Andhra Pragathi Grameena Bank,21.92,78.27,10.39,11.34
2024-10,Sarva Haryana Gramin Bank,21.22,93.23,6.41,0.36
2024-09,State Bank Of India,4067.05,93.90,5.35,0.75
2024-09,HDFC BANK LTD,1267.31,95.36,4.62,0.02
2024-09,Bank of Baroda,996.46,92.87,7.01,0.11
2024-09,Union Bank of India,928.30,93.16,6.36,0.47
2024-09,Punjab National Bank,851.00,92.20,7.69,0.11
2024-09,Kotak Mahindra Bank,771.17,91.78,7.55,0.68
2024-09,Axis Bank Ltd.,739.08,95.40,4.54,0.05
2024-09,Canara Bank,724.35,93.23,6.32,0.44
2024-09,ICICI Bank Ltd.,642.30,96.31,3.67,0.02
2024-09,Bank of India,480.33,93.98,5.57,0.45
2024-09,Indian Bank,466.01,94.03,5.87,0.11
2024-09,Airtel Payments Bank Ltd,449.25,89.91,9.82,0.27
2024-09,India Post Payments Bank Ltd,370.25,87.95,11.48,0.58
2024-09,Indian Overseas Bank,221.41,91.62,5.67,2.71
2024-09,Federal Bank Ltd.,220.03,94.15,5.81,0.04
2024-09,Central Bank Of India,219.42,87.43,11.13,1.45
2024-09,UCO Bank,202.25,91.83,7.48,0.70
2024-09,IDBI Bank,167.82,93.46,5.98,0.55
2024-09,INDUSIND BANK Ltd.,165.88,91.52,8.37,0.11
2024-09,Bank of Maharashtra,165.00,93.33,6.37,0.30
2024-09,Fino Payments Bank Limited,154.66,92.79,7.09,0.12
2024-09,Yes Bank Ltd.,131.04,94.14,5.69,0.16
2024-09,Karnataka Bank,117.35,93.35,6.47,0.18
2024-09,IDFC First Bank Ltd,89.72,93.65,6.14,0.22
2024-09,Karur Vysya Bank,73.53,92.19,6.56,1.25
2024-09,AU small Finance Bank,69.23,91.09,8.74,0.17
2024-09,The Jammu & Kashmir Bank Limited,69.03,92.85,5.24,1.90
2024-09,Bandhan Bank Limited,68.05,92.88,5.45,1.67
2024-09,Tri O Tech Solutions Private Limited,61.00,100.00,0.00,0.00
2024-09,The South Indian Bank Limited,60.27,95.12,4.80,0.09
2024-09,Ujjivan Small Finance Bank Limited,45.35,94.46,5.22,0.32
2024-09,City Union Bank,44.30,92.88,6.54,0.58
2024-09,Punjab and Sind Bank,43.54,91.88,7.47,0.65
2024-09,Tamilnad Mercantile Bank Limited,41.41,92.63,7.01,0.36
2024-09,Kerala Gramin Bank,35.02,91.51,6.35,2.15
2024-09,Equitas Small Finance Bank Ltd,32.20,92.96,6.98,0.06
2024-09,Andhra Pradesh Grameena Vikas Bank,29.88,86.57,12.21,1.23
2024-09,Pragathi Krishna Gramin Bank,28.74,88.68,7.74,3.57
2024-09,DBS Bank India Limited,27.93,93.71,6.27,0.02
2024-09,Baroda UP Gramin Bank,26.48,92.16,7.56,0.28
2024-09,Maharashtra Gramin Bank,25.95,86.61,12.16,1.23
2024-09,Rajasthan Marudhara Gramin Bank,25.85,86.65,10.52,2.83
2024-09,ESAF Small Finance Bank Ltd.,25.76,95.46,4.43,0.11
2024-09,Standard Chartered Bank,25.65,96.49,2.95,0.56
2024-09,Saraswat Co-operative Bank,24.88,94.11,5.24,0.66
2024-09,Jio Payments Bank Limited,22.56,88.72,10.15,1.13
2024-09,NSDL Payments Bank Limited,20.08,83.05,11.47,5.49
2024-09,Sarva Haryana Gramin Bank,19.79,89.36,6.17,4.47
2024-09,Andhra Pragathi Grameena Bank,18.96,83.63,11.69,4.68
2024-09,RBL Bank Limited,18.87,91.45,8.10,0.44
2024-08,State Bank Of India,4052.31,94.40,5.39,0.21
2024-08,HDFC Bank Ltd.,1270.59,95.28,4.66,0.06
2024-08,Bank of Baroda,985.86,92.45,6.95,0.60
2024-08,Union Bank Of India,941.93,93.51,5.83,0.65
2024-08,Punjab national Bank,835.00,91.99,7.92,0.09
2024-08,Kotak Mahindra Bank,772.93,92.43,7.48,0.09
2024-08,Axis bank Ltd.,730.47,95.47,4.53,0.00
2024-08,Canara Bank,722.42,93.11,6.11,0.78
2024-08,ICICI Bank Ltd.,648.75,96.15,3.76,0.09
2024-08,Bank Of India,478.26,93.86,5.61,0.53
2024-08,Indian Bank,462.16,94.02,5.92,0.06
2024-08,Airtel Payments Bank Ltd,437.93,90.01,9.84,0.15
2024-08,India Post Payments Bank Ltd,349.66,88.27,10.99,0.74
2024-08,Federal bank Ltd.,221.37,94.22,5.75,0.03
2024-08,Central Bank of India,218.28,88.36,11.05,0.59
2024-08,Indian Overseas Bank,217.93,92.44,5.92,1.64
2024-08,UCO Bank,200.84,92.29,7.59,0.12
2024-08,IDBI Bank,166.58,94.17,5.57,0.26
2024-08,Indusind Bank Ltd.,165.70,91.49,8.34,0.17
2024-08,Bank of Maharashtra,163.62,93.33,6.41,0.25
2024-08,Fino Payments Bank Limited,151.38,92.78,6.83,0.39
2024-08,Yes Bank Ltd.,126.41,93.91,5.87,0.23
2024-08,Karnataka Bank,117.67,92.78,7.01,0.21
2024-08,IDFC First Bank Ltd,89.97,93.64,6.13,0.23
2024-08,Karur Vysya Bank,74.18,92.49,6.22,1.30
2024-08,AU small Finance Bank,69.40,91.26,8.72,0.02
2024-08,The Jammu & Kashmir Bank Limited,69.35,92.93,5.02,2.06
2024-08,Bandhan Bank limited,66.15,93.24,5.73,1.03
2024-08,The South Indian Bank Limited,60.30,95.07,4.88,0.05
2024-08,Tri O Tech Solutions Private Limited,57.12,100.00,0.00,0.00
2024-08,Ujjivan Small Finance Bank Limited,45.73,94.25,5.32,0.42
2024-08,City Union Bank,44.59,92.78,6.73,0.49
2024-08,Punjab and Sind Bank,42.38,92.12,7.39,0.49
2024-08,Tamilnad Mercantile Bank Limited,41.50,91.74,7.81,0.46
2024-08,Kerala Gramin Bank,34.73,90.77,6.37,2.87
2024-08,Equitas Small Finance Bank Ltd,32.89,92.09,7.25,0.66
2024-08,Karnataka Gramin Bank (Erstwhile Pragathi Krishna Gramin Bank),30.19,84.79,7.38,7.83
2024-08,Andhra Pradesh Grameena Vikas Bank - IMPS,28.61,86.25,12.84,0.91
2024-08,DBS Bank India Limited,28.32,93.80,6.18,0.03
2024-08,Standard Chartered Bank,26.22,97.09,2.89,0.03
2024-08,ESAF Small Finance Bank Ltd.,25.47,95.08,4.72,0.21
2024-08,Saraswat Co-operative Bank,25.08,95.11,4.76,0.13
2024-08,Maharashtra Gramin Bank,24.99,86.37,12.27,1.35
2024-08,Baroda U.P. Bank (Erstwhile Baroda Uttar Pradesh Gramin Bank),24.96,88.53,8.79,2.68
2024-08,Rajasthan Marudhara Gramin Bank,23.83,86.87,10.55,2.58
2024-08,Sarva Haryana Gramin Bank,20.33,87.70,6.60,5.70
2024-08,Jio Payments Bank limited,20.10,82.02,15.04,2.94
2024-08,RBL Bank Ltd.,18.51,90.75,8.85,0.40
2024-08,NSDL Payments Bank Limited,18.11,84.73,11.81,3.47
2024-08,Andhra Pragathi Grameena Bank,17.78,85.45,12.94,1.61
2024-07,State Bank Of India,3912.83,94.55,5.31,0.14
2024-07,HDFC Bank Ltd.,1214.73,95.21,4.78,0.00
2024-07,Bank of Baroda,954.81,92.35,7.06,0.59
2024-07,Union Bank Of India,905.83,94.14,5.76,0.10
2024-07,Punjab national Bank,837.23,89.63,10.27,0.10
2024-07,Kotak Mahindra Bank,746.29,92.59,7.22,0.19
2024-07,Axis bank Ltd.,697.05,95.55,4.45,0.00
2024-07,Canara Bank,688.87,93.41,6.23,0.36
2024-07,ICICI Bank Ltd.,629.64,96.15,3.83,0.02
2024-07,Bank Of India,462.31,93.79,5.40,0.81
2024-07,Indian Bank,449.31,94.10,5.88,0.02
2024-07,Airtel Payments Bank Ltd,430.92,89.21,10.65,0.14
2024-07,India Post Payments Bank Ltd,336.13,84.74,12.89,2.38
2024-07,Federal bank Ltd.,214.60,94.25,5.71,0.04
2024-07,Central Bank of India,211.52,88.33,11.36,0.32
2024-07,Indian Overseas Bank,210.05,94.08,5.68,0.24
2024-07,UCO Bank,194.92,92.01,7.30,0.68
2024-07,IDBI Bank,161.72,93.74,5.72,0.54
2024-07,Indusind Bank Ltd.,161.53,92.09,7.83,0.09
2024-07,Bank of Maharashtra,155.62,92.94,5.91,1.15
2024-07,Fino Payments Bank Limited,145.95,92.59,7.23,0.18
2024-07,Yes Bank Ltd.,123.36,94.10,5.85,0.05
2024-07,Karnataka Bank,113.52,92.56,7.17,0.27
2024-07,IDFC First Bank Ltd,87.50,93.27,6.62,0.11
2024-07,Karur Vysya Bank,71.96,93.18,6.38,0.44
2024-07,The Jammu & Kashmir Bank Limited,68.27,89.99,4.67,5.34
2024-07,Bandhan Bank limited,63.78,93.27,5.64,1.10
2024-07,The South Indian Bank Limited,56.93,94.92,5.06,0.02
2024-07,Tri O Tech Solutions Private Limited,52.10,99.80,0.20,0.00
2024-07,AU Small Finance Bank,48.46,93.76,6.23,0.02
2024-07,Ujjivan Small Finance Bank Limited,45.78,94.02,5.70,0.28
2024-07,City Union Bank,43.40,92.80,6.94,0.26
2024-07,Punjab and Sind Bank,40.75,91.88,7.60,0.52
2024-07,Tamilnad Mercantile Bank Limited,40.33,91.64,8.16,0.20
2024-07,Equitas Small Finance Bank Ltd,33.37,91.72,7.51,0.77
2024-07,Kerala Gramin Bank,31.93,92.26,5.89,1.85
2024-07,Karnataka Gramin Bank (Erstwhile Pragathi Krishna Gramin Bank),28.68,89.64,7.23,3.13
2024-07,Andhra Pradesh Grameena Vikas Bank - IMPS,27.69,85.15,11.47,3.38
2024-07,DBS Bank India Limited,27.67,93.99,5.98,0.03
2024-07,Rajasthan Marudhara Gramin Bank,25.58,79.63,9.90,10.47
2024-07,Maharashtra Gramin Bank,25.52,78.50,10.43,11.07
2024-07,Standard Chartered Bank,25.11,97.04,2.95,0.01
2024-07,ESAF Small Finance Bank Ltd.,24.06,94.84,4.94,0.22
2024-07,Saraswat Co-operative Bank,23.62,94.54,5.13,0.33
2024-07,Baroda U.P. Bank (Erstwhile Baroda Uttar Pradesh Gramin Bank),23.44,84.61,9.14,6.25
2024-07,AU Small Finance Bank (Erstwhile Fincare),20.27,85.18,14.37,0.45
2024-07,Sarva Haryana Gramin Bank,20.25,90.64,8.39,0.96
2024-07,Jio Payments Bank limited,18.37,84.71,13.55,1.75
2024-07,Andhra Pragathi Grameena Bank,17.96,79.80,12.21,7.99
2024-07,RBL Bank Ltd.,17.66,90.29,8.87,0.84
2024-06,State Bank of India,3738.00,94.82,4.95,0.22
2024-06,HDFC Bank Ltd,1191.85,95.43,4.34,0.23
2024-06,Bank of Baroda,912.47,93.28,6.39,0.33
2024-06,Union Bank of India,869.16,93.98,5.74,0.28
2024-06,Punjab National Bank,783.70,93.53,6.07,0.40
2024-06,Kotak Mahindra Bank Ltd,727.46,92.20,6.93,0.86
2024-06,Canara Bank,657.78,92.85,6.43,0.72
2024-06,Axis Bank Ltd.,651.80,95.59,4.40,0.02
2024-06,ICICI Bank Ltd,620.66,96.19,3.76,0.05
2024-06,Bank Of India,444.39,94.18,5.51,0.32
2024-06,Indian Bank,423.92,94.06,5.76,0.19
2024-06,Airtel Payments Bank Ltd,414.12,88.87,10.12,1.01
2024-06,India Post Payments Bank Ltd,319.04,85.95,12.05,2.00
2024-06,Federal Bank,205.99,94.34,5.61,0.06
2024-06,Central Bank of India,202.35,86.99,11.27,1.74
2024-06,Indian Overseas Bank,197.11,92.98,5.54,1.48
2024-06,UCO Bank,184.42,93.38,6.35,0.27
2024-06,IDBI Bank,155.97,94.24,5.25,0.51
2024-06,Indusind Bank Ltd.,155.09,91.86,7.68,0.46
2024-06,Bank of Maharashtra,150.89,93.21,5.77,1.01
2024-06,Fino Payments Bank Ltd.,140.81,92.49,7.16,0.36
2024-06,Yes bank Ltd.,118.94,94.04,5.79,0.17
2024-06,Karnataka Bank Ltd,108.50,93.12,6.42,0.46
2024-06,IDFC Bank Ltd.,85.74,93.06,6.88,0.06
2024-06,Karur Vysya Bank,67.93,93.39,6.14,0.47
2024-06,The Jammu And Kashmir Bank Ltd,65.45,93.49,4.86,1.66
2024-06,Bandhan Bank Ltd.,59.26,92.99,6.11,0.90
2024-06,South Indian Bank,54.24,94.99,4.95,0.06
2024-06,Tri O Tech Solutions Private Limited,50.77,100.00,0.00,0.00
2024-06,AU Small Finance Bank,46.74,93.96,6.01,0.02
2024-06,Ujjivan Small Finance Bank Limited,44.18,94.17,5.60,0.23
2024-06,City Union Bank Limited,40.87,93.05,6.69,0.26
2024-06,Punjab & Sind Bank,38.32,92.27,7.46,0.27
2024-06,Tamilnad Mercantile Bank Ltd.,38.20,91.39,7.44,1.17
2024-06,Equitas Small Finance Bank Ltd,32.46,92.00,7.29,0.71
2024-06,HDFC Bank Credit Card HCB,31.15,95.19,4.66,0.15
2024-06,Andhra Pradesh Grameena Vikas Bank,29.53,85.51,12.21,2.28
2024-06,Kerala Gramin Bank,29.43,93.72,5.54,0.74
2024-06,Pragathi Krishna Gramin Bank,26.98,91.24,6.93,1.83
2024-06,DBS Bank India Limited,26.61,94.23,5.72,0.05
2024-06,Rajasthan Marudhara Gramin Bank,25.44,86.22,11.56,2.22
2024-06,Maharashtra Gramin Bank,25.16,86.97,11.42,1.61
2024-06,Standard Chartered Bank,24.97,96.93,2.90,0.17
2024-06,Baroda Uttar Pradesh Gramin Bank,24.09,74.58,10.00,15.42
2024-06,Saraswat Co-operative Bank Ltd.,23.45,94.86,4.71,0.43
2024-06,ESAF Small Finance Bank Ltd.,22.93,95.04,4.76,0.20
2024-06,Fincare Small Finance Bank Limited,20.56,85.12,14.38,0.51
2024-06,Sarva Haryana Gramin Bank,19.34,89.85,7.83,2.32
2024-06,Andhra Pragathi Grameena Bank,18.35,80.76,12.96,6.28
2024-06,Jio Payments Bank limited,16.80,84.80,11.61,3.59
2024-05,State Bank Of India,3758.35,94.80,5.01,0.20
2024-05,HDFC Bank Ltd,1211.41,95.75,4.19,0.06
2024-05,Bank of Baroda,930.35,92.49,6.56,0.95
2024-05,Union Bank of India,876.18,94.38,5.38,0.24
2024-05,Punjab National Bank,785.36,93.64,6.05,0.31
2024-05,Kotak Mahindra Bank,746.83,92.83,6.78,0.39
2024-05,Canara Bank,670.33,92.87,6.15,0.98
2024-05,ICICI Bank,627.63,96.33,3.62,0.05
2024-05,Axis Bank Ltd.,627.47,95.60,4.39,0.02
2024-05,Bank of India,454.54,93.16,5.16,1.68
2024-05,Indian Bank,427.45,94.11,5.65,0.24
2024-05,Airtel Payments Bank,413.75,91.27,8.20,0.52
2024-05,India Post Payment Bank,317.28,86.84,12.47,0.70
2024-05,Federal Bank,212.71,94.09,5.44,0.47
2024-05,Central Bank Of India,206.31,87.26,11.16,1.57
2024-05,Indian Overseas Bank,197.96,94.32,5.24,0.44
2024-05,UCO Bank,184.22,93.72,6.16,0.11
2024-05,IDBI Bank Limited,159.28,94.40,5.46,0.14
2024-05,Bank of Maharashtra,152.68,92.45,5.48,2.06
2024-05,Indusind Bank,150.37,92.32,7.38,0.31
2024-05,Fino Payments Bank Limited,140.12,92.59,7.19,0.22
2024-05,Yes Bank Ltd,121.13,94.05,5.90,0.05
2024-05,Karnataka Bank,110.31,93.24,6.47,0.29
2024-05,IDFC First Bank,87.12,92.89,7.06,0.04
2024-05,Karur Vysya Bank,68.36,93.97,5.85,0.18
2024-05,Jammu and Kashmir Bank,66.17,93.91,4.48,1.60
2024-05,Bandhan Bank,59.24,91.70,6.70,1.60
2024-05,South Indian Bank,54.78,95.49,4.41,0.10
2024-05,Tri O Tech Solutions Private Limited,50.10,100.00,0.00,0.00
2024-05,AU small Finance Bank,47.67,93.42,5.75,0.83
2024-05,Ujjivan Small Finance Bank,45.10,93.75,5.64,0.61
2024-05,City Union Bank,41.63,92.90,6.73,0.37
2024-05,Punjab and Sind Bank,38.16,92.76,6.89,0.36
2024-05,Tamilnad Mercantile Bank,38.01,92.38,7.19,0.44
2024-05,Equitas Small Finance Bank,33.53,92.55,7.18,0.27
2024-05,Andhra Pradesh Grameena Vikas Bank,29.80,85.93,12.05,2.02
2024-05,Kerala Gramin Bank,29.05,92.97,5.66,1.37
2024-05,Pragathi Krishna Gramin Bank,27.76,89.64,7.36,3.00
2024-05,DBS Bank India Limited,27.40,94.26,5.59,0.16
2024-05,Maharashtra Gramin Bank,26.27,86.04,11.57,2.39
2024-05,Rajasthan Marudhara Gramin Bank,25.55,86.55,11.29,2.16
2024-05,Standard Chartered,25.23,96.94,2.87,0.18
2024-05,Saraswat Bank,23.75,95.17,4.19,0.64
2024-05,Baroda UP Gramin Bank,23.63,78.17,9.63,12.20
2024-05,ESAF Small Finance Bank Ltd.,22.91,95.23,4.54,0.23
2024-05,Fincare Small Finance Bank Ltd,21.54,85.62,13.92,0.46
2024-05,Sarva Haryana Gramin Bank,20.85,86.11,12.06,1.83
2024-05,Citi Bank,20.03,96.49,3.14,0.37
2024-05,Andhra Pragathi Grameena Bank,18.23,83.62,13.00,3.38
2024-05,RBL Bank Limited,16.38,89.18,9.91,0.92
2024-04,State Bank Of India,3581.27,94.10,5.01,0.89
2024-04,HDFC BANK LTD,1157.04,95.82,4.08,0.09
2024-04,Bank of Baroda,898.17,90.39,8.02,1.59
2024-04,Union Bank of India,837.24,93.13,5.28,1.59
2024-04,Punjab National Bank,741.90,92.96,5.93,1.11
2024-04,Kotak Mahindra Bank,725.32,91.77,6.45,1.78
2024-04,Canara Bank,642.10,93.39,5.95,0.66
2024-04,Axis Bank Ltd.,609.02,95.74,4.23,0.03
2024-04,ICICI Bank,599.22,96.37,3.55,0.08
2024-04,Bank of India,439.70,93.67,5.02,1.31
2024-04,Indian Bank,407.28,93.97,5.88,0.15
2024-04,Airtel Payments Bank,395.64,90.62,8.66,0.72
2024-04,India Post Payment Bank,270.23,82.88,15.95,1.16
2024-04,Federal Bank,206.55,94.70,5.26,0.04
2024-04,Central Bank Of India,200.60,85.38,10.79,3.83
2024-04,Indian Overseas Bank,187.73,93.24,5.02,1.74
2024-04,UCO Bank,171.92,93.70,6.14,0.16
2024-04,Bank of Maharashtra,151.41,93.14,5.47,1.39
2024-04,IDBI Bank Limited,151.25,94.24,5.24,0.51
2024-04,INDUSIND BANK,150.57,92.05,7.07,0.89
2024-04,Fino Payments Bank Limited,134.12,90.89,8.59,0.51
2024-04,Yes Bank Ltd,106.01,92.93,6.53,0.53
2024-04,Karnataka Bank,105.44,92.61,6.33,1.05
2024-04,IDFC FIRST Bank,83.34,92.89,6.98,0.13
2024-04,Karur Vysya Bank,65.73,93.97,5.82,0.22
2024-04,Jammu and Kashmir Bank,58.65,94.07,4.77,1.16
2024-04,Bandhan Bank,55.96,92.46,5.73,1.81
2024-04,South Indian Bank,52.51,95.40,4.47,0.12
2024-04,Tri O Tech Solutions Private Limited,46.64,100.00,0.00,0.00
2024-04,AU small Finance Bank,45.86,92.76,6.19,1.05
2024-04,Ujjivan Small Finance Bank,42.92,94.15,5.62,0.24
2024-04,City Union Bank,39.67,92.80,6.91,0.29
2024-04,Tamilnad Mercantile Bank,36.11,91.84,7.57,0.59
2024-04,Punjab and Sind Bank,34.51,82.94,8.05,9.01
